0,1.0,315,880
1,1.0,315,880
2,1.0,315,880
3,1.0,315,880
4,1.0,315,880
5,1.0,315,880
6,1.0,315,880
7,1.0,315,880
8,1.0,315,880
9,1.0,315,880
10,1.0,315,880
11,1.0,315,880
12,1.0,315,880
13,1.0,315,880
14,1.0,315,880
15,1.0,315,880
16,1.0,315,880
17,1.0,315,880
18,1.0,315,880
19,1.0,315,880
20,1.0,315,880
21,1.0,315,880
22,1.0,315,880
23,1.0,315,880
24,1.0,315,880
25,1.0,315,880
26,1.0,315,880
27,1.0,315,880
28,1.0,315,880
29,1.0,315,880
30,1.0,315,880
31,1.0,315,880
32,1.0,315,880
33,1.0,315,880
34,1.0,315,880
35,1.0,315,880
36,1.0,315,880
37,1.0,315,880
38,1.0,315,880
39,1.0,315,880
40,1.0,315,880
41,1.0,315,880
42,1.0,315,880
43,1.0,315,880
44,1.0,315,880
45,1.04,307,873
46,1.079,300,866
47,1.076,301,866
48,1.073,302,866
49,1.07,303,866
50,1.067,304,867
51,1.064,305,867
52,1.061,306,867
53,1.058,307,868
54,1.055,308,868
55,1.052,309,868
56,1.049,310,869
57,1.046,311,869
58,1.043,312,869
59,1.04,313,870
60,1.037,314,870
61,1.034,315,870
62,1.031,316,871
63,1.028,317,871
64,1.025,318,871
65,1.022,319,872
66,1.019,320,872
67,1.016,322,872
68,1.013,323,873
69,1.012,324,873
70,1.013,325,872
71,1.015,325,871
72,1.016,326,870
73,1.018,326,869
74,1.019,327,868
75,1.02,327,868
76,1.022,328,867
77,1.023,328,866
78,1.024,329,865
79,1.026,330,864
80,1.027,330,863
81,1.029,331,862
82,1.03,331,862
83,1.031,332,861
84,1.033,332,860
85,1.034,333,859
86,1.034,333,859
87,1.032,335,859
88,1.03,336,859
89,1.028,338,859
90,1.026,339,859
91,1.024,341,859
92,1.022,342,859
93,1.024,342,859
94,1.019,344,858
95,1.017,348,857
96,1.018,347,856
97,1.019,347,855
98,1.02,348,854
99,1.021,345,853
100,1.032,343,851
101,1.043,342,849
102,1.054,341,848
103,1.075,340,846
104,1.106,334,841
105,1.136,329,836
106,1.147,329,835
107,1.151,329,834
108,1.166,326,832
109,1.181,323,830
110,1.196,321,828
111,1.211,319,826
112,1.226,317,823
113,1.24,314,821
114,1.252,311,819
115,1.278,306,814
116,1.318,299,806
117,1.357,292,800
118,1.397,285,796
119,1.437,278,791
120,1.476,269,785
121,1.511,262,780
122,1.54,256,776
123,1.575,250,770
124,1.615,244,764
125,1.654,236,758
126,1.694,228,752
127,1.733,220,746
128,1.773,213,740
129,1.813,205,733
130,1.852,197,727
131,1.897,188,720
132,1.947,178,712
133,1.991,169,704
134,2.031,161,698
135,2.08,152,691
136,2.14,142,683
137,2.186,133,677
138,2.218,125,671
139,2.25,118,665
140,2.282,110,659
141,2.314,103,653
142,2.346,96,647
143,2.378,88,641
144,2.411,81,635
145,2.416,80,633
146,2.396,84,636
147,2.376,88,640
148,2.352,93,644
149,2.325,100,650
150,2.298,107,656
151,2.264,114,662
152,2.224,121,668
153,2.183,129,674
154,2.15,135,679
155,2.122,139,683
156,2.076,149,690
157,2.01,163,701
158,1.943,177,712
159,1.891,189,721
160,1.851,197,728
161,1.812,205,735
162,1.776,212,741
163,1.743,220,745
164,1.711,228,749
165,1.674,235,754
166,1.635,241,760
167,1.596,248,767
168,1.556,255,773
169,1.517,262,778
170,1.477,270,784
171,1.439,278,789
172,1.403,286,795
173,1.371,292,800
174,1.341,296,805
175,1.305,302,810
